N_ТРАНСП,ДАТА_НАКЛ,N_ДОГОВ,ГОД_ДОГОВ,КОД_ЖД,ТА_ПРИБ_ЗД,А_ПРИБ_СКЛ,Я_ПРИБ_СКЛ,ДАТА_ВЫГР,ВРЕМЯ_ВЫГР,СМЕНА_ВЫГР,ВЕС_ДОКУМ,ВЕС_СТАН,ПР_ЗАСОР,ПР_ЗАСОР_Р,ВЕС_ФАКТ,ОМ_ПО_НАКЛ,ЛОМ_ФАКТ,ЛОМ_ВЗ,ВЕС_ЛОМА,ПРОЦ_НДС,ЦЕНА_ТОННЫ,СТОИМ,N_АКТА_M7,ДАТА_АКТА,ЗАСОР_ТАРА,СХЕМ_ТАРИФ
63525513,20210101,1,2021,61,20210102,20210102,"23,3",20210105,3,Г,"68,1","68,8","3,5","5,18","65,234",3АН,3АН,3АН,"65,234",20,28651,"1869019,33",0000000114,20210105,"1,200",0
52208543,20210101,1,2021,61,20210102,20210102,"23,3",20210105,"2,3",Г,"66,8","67,4","3,5","4,86","64,124",3АН,3АН,3АН,"64,124",20,29821,"1912241,8",0000000104,20210105,"0,950",1
52353315,20210101,1,2021,61,20210102,20210102,"23,3",20210105,"2,3",Г,"62,6","63,4",3,"3,61","61,11",3АН,3АН,3АН,"61,11",20,29821,"1822361,31",0000000106,20210105,"0,400",1
52348612,20210101,1,2021,61,20210102,20210103,"2,3",20210105,"2,3",Г,60,"61,6",4,"4,94","58,56",3АН,3АН,3АН,"58,56",20,29821,"1746317,76",0000000105,20210105,"0,600",1
52360872,20210101,1,2021,61,20210102,20210103,"2,3",20210105,"2,3",Г,"64,1","65,45","3,5","4,24","62,677",3АН,3АН,3АН,"62,677",20,29821,"1869090,82",0000000107,20210105,"0,500",1
54125034,20210101,1,2021,61,20210102,20210103,"2,3",20210105,"2,3",Г,"64,2","65,7",3,"3,15","63,632",3АН,3АН,3АН,"63,632",20,29821,"1897569,87",0000000108,20210105,,1
55160188,20210101,1,2021,61,20210102,20210103,"2,3",20210105,"2,3",Г,"64,7","65,45","3,5","4,39","62,58",3АН,3АН,3АН,"62,58",20,29821,"1866198,18",0000000109,20210105,"0,600",1
55134852,20210101,1,2021,61,20210102,20210103,"2,3",20210105,"0,1",Г,"66,6","67,9",4,"4,99","64,512",3АН,3АН,3АН,"64,512",20,29821,"1923812,35",0000000121,20210105,"0,700",1
58479874,20210101,1,2021,61,20210102,20210102,"23,3",20210105,"2,3",Г,60,"60,95","3,5","4,37","58,286",3АН,3АН,3АН,"58,286",20,28651,"1669952,19",0000000110,20210105,"0,550",0
61053138,20201212,1,2020,61,20201214,20201229,"12,55",20210105,3,Г,68,"68,35",3,"3,43","66,008",5А,5А,5А,"66,008",20,21360,"1409930,88",0000000119,20210105,"0,300",0
0052,20210104,1,2021,61,20210104,20210104,15,20210105,2,Б,"48,2","48,5",3,3,"47,045",5АЭ,5АЭ,5АЭ,"47,045",20,29371,"1381758,7",,,,
0018,20210104,1,2021,61,20210104,20210104,15,20210105,2,Б,"54,1","53,8","2,5","2,5","52,455",5АЭ,5АЭ,5АЭ,"52,455",20,29371,"1540655,81",,,,
0057,20210104,1,2021,61,20210104,20210104,15,20210105,2,Б,"46,6","46,75",2,2,"45,815",5АЭ,5АЭ,5АЭ,"45,815",20,29371,"1345632,37",,,,
0034,20210104,1,2021,61,20210104,20210104,12,20210105,2,Б,"39,3","36,4",2,2,"35,672",5АЭ,5АЭ,5АЭ,"35,672",20,29371,"1047722,31",0000000115,20210105,,
0049,20210104,1,2021,61,20210104,20210104,15,20210105,2,Б,"40,55","40,55",2,2,"39,739",5АЭ,5АЭ,5АЭ,"39,739",20,29371,"1167174,17",,,,
0017,20210104,1,2021,61,20210104,20210104,15,20210105,2,Б,"45,35","45,1",2,2,"44,198",5АЭ,5АЭ,5АЭ,"44,198",20,29371,"1298139,46",,,,
0055,20210104,1,2021,61,20210104,20210104,15,20210105,2,Б,"45,8","43,2",2,2,"42,336",5АЭ,5АЭ,5АЭ,"42,336",20,29371,"1243450,66",0000000118,20210105,,
0045,20210104,1,2021,61,20210104,20210104,15,20210105,2,Б,"44,15","42,8",2,2,"41,944",5АЭ,5АЭ,5АЭ,"41,944",20,29371,"1231937,22",0000000116,20210105,,
0046,20210104,1,2021,61,20210104,20210104,15,20210105,2,Б,"35,65","34,8",2,2,"34,104",5АЭ,5АЭ,5АЭ,"34,104",20,29371,"1001668,58",0000000117,20210105,,
60047800,20201228,1,2020,68,20210103,20210105,23,20210106,1,А,"56,15","57,15",3,"3,85","54,95",,5А,5А,"54,95",20,21667,"1190601,65",0000000150,20210106,"0,500",0
60331352,20201221,1,2020,68,20201225,20210105,23,20210106,1,Б,"56,65","56,2",3,"3,35","54,32",,5А,5А,"54,32",20,21667,"1176951,44",0000000139,20210106,"0,200",0
52237153,20201223,1,2020,24,20201231,20210105,23,20210106,1,В,"62,55","62,8",1,"1,71","61,726",,5А ЖДЛ,5А ЖДЛ,"61,726",20,21368,"1318961,17",0000000141,20210106,"0,450",0
61168902,20201227,1,2020,24,20210102,20210105,23,20210106,1,Б,"63,65","64,85",1,"1,38","63,954",,5А ЖДЛ,5А ЖДЛ,"63,954",20,21368,"1366569,07",0000000155,20210106,"0,250",0
53585147,20201227,1,2020,24,20210102,20210105,23,20210106,1,Б,"63,85","64,6",1,"1,77","63,459",,5А ЖДЛ,5А ЖДЛ,"63,459",20,21368,"1355991,91",0000000153,20210106,"0,500",0
56224223,20201228,1,2020,24,20210103,20210106,0,20210106,2,Б,"61,85","62,55",1,"1,55","61,578",,5А ЖДЛ,5А ЖДЛ,"61,578",20,21368,"1315798,7",0000000158,20210106,"0,350",0
56666712,20201228,1,2020,24,20210103,20210106,0,20210106,2,Б,"63,05","63,45",1,"1,23","62,667",,5А ЖДЛ,5А ЖДЛ,"62,667",20,21368,"1339068,46",0000000159,20210106,"0,150",0
55103618,20201228,1,2020,17,20210103,20210105,23,20210106,1,А,"62,9","63,9","0,5","1,05","63,232",4А,4А,2А,"63,232",20,21525,"1361068,8",0000000148,20210106,"0,350",0
56942949,20201230,1,2020,61,20201231,20210105,23,20210106,1,В,"64,2","65,95",1,"1,38","65,043",,5А ЖДЛ,5А ЖДЛ,"65,043",20,23631,"1537031,13",0000000143,20210106,"0,250",1
60327012,20201225,1,2020,63,20201229,20210105,23,20210106,1,В,"65,85","66,9",1,"1,89","65,637",,5А ЖДЛ,5А ЖДЛ,"65,637",20,21793,"1430427,14",0000000140,20210106,"0,600",0
58434226,20201226,1,2020,24,20201231,20210105,23,20210106,1,Б,"57,15","56,3",3,"3,6","54,271",5А,5А,5А,"54,271",20,20313,"1102406,82",0000000145,20210106,"0,350",0
61751962,20201228,1,2020,63,20201231,20210105,23,20210106,1,Б,"56,4","56,4",1,"2,23","55,143",,5А ЖДЛ,5А ЖДЛ,"55,143",20,21911,"1208238,27",0000000146,20210106,"0,700",0
53433066,20201228,1,2020,63,20201231,20210105,23,20210106,1,Б,"56,35","56,95",1,"1,87","55,885",,5А ЖДЛ,5А ЖДЛ,"55,885",20,21911,"1224496,24",0000000142,20210106,"0,500",0
66265216,20201230,1,2020,63,20210103,20210105,23,20210106,1,Г,"51,3","52,05",1,"1,76","51,133",,5А ЖДЛ,5А ЖДЛ,"51,133",20,23631,"1208323,92",0000000154,20210106,"0,400",1
60475167,20201223,1,2020,61,20201225,20210105,23,20210106,1,Б,"30,35","32,25",1,"1,31","31,828",,5А ЖДЛ,5А ЖДЛ,"31,828",20,23631,"752127,47",0000000151,20210106,,1
63778930,20201226,1,2020,63,20201231,20210105,23,20210106,1,В,"63,15","64,35",1,"1,38","63,459",,5А ЖДЛ,5А ЖДЛ,"63,459",20,21220,"1346599,98",0000000152,20210106,"0,250",0
63842116,20201231,1,2020,63,20210103,20210106,0,20210106,2,Б,"58,4","57,7",1,"1,34","56,925",,5А ЖДЛ,5А ЖДЛ,"56,925",20,21829,"1242615,83",0000000160,20210106,"0,200",0
52722030,20201231,1,2020,63,20210103,20210106,0,20210106,2,Б,"56,3","56,6",1,"1,52","55,737",,5А ЖДЛ,5А ЖДЛ,"55,737",20,21829,"1216682,97",0000000156,20210106,"0,300",0
55366520,20201231,1,2020,63,20210103,20210106,0,20210106,2,Б,"57,4","57,35",1,"1,43","56,529",,5А ЖДЛ,5А ЖДЛ,"56,529",20,21829,"1233971,54",0000000157,20210106,"0,250",0
53131611,20201221,1,2020,63,20201225,20210105,23,20210106,1,В,"56,4","56,7","3,5","4,95","53,895",3АН,12А,12А,"53,895",20,20143,"1085606,99",0000000138,20210106,"0,850",0
52857083,20201226,1,2020,17,20210103,20210105,23,20210106,1,А,"69,4","68,9",4,"4,35","65,904",,5АЭ,5АЭ,"65,904",20,20493,"1350570,67",0000000147,20210106,"0,250",0
56235369,20201228,1,2020,17,20210103,20210105,23,20210106,1,Г,"68,7","67,75","4,27","4,69","64,567",9А,9А,9А,"16,269",20,20443,"332587,17",0000000149,20210106,"0,300",0
56235369,20201228,1,2020,17,20210103,20210105,23,20210106,1,Г,"68,7","67,75","4,27","4,69","64,567",3А,5А,5А,"48,298",20,20243,"977696,41",0000000149,20210106,,0
63851489,20201219,1,2020,58,20201225,20210105,23,20210106,1,Б,"35,6","33,1",1,"2,5","32,274",5А,3А ЖДЛ,3А ЖДЛ,"32,274",20,21965,"708898,41",0000000144,20210106,"0,500",0
60533486,20201229,1,2020,17,20210104,20210105,6,20210106,"0,1",А,"65,2","66,35","4,99","5,99","62,376",9А,9А,9А,"14,96",20,20443,"305827,28",0000000174,20210106,"0,700",0
60533486,20201229,1,2020,17,20210104,20210105,6,20210106,"0,1",А,"65,2","66,35","4,99","5,99","62,376",3А,5АЭ,5АЭ,"47,416",20,20493,"971696,09",0000000174,20210106,,0
61992749,20201229,1,2020,17,20210104,20210105,"3,4",20210106,"0,1",Б,"59,4","63,25",1,"1,39","62,37",,5А ЖДЛ,5А ЖДЛ,"62,37",20,23631,"1473865,47",0000000180,20210106,"0,250",1
60497807,20201229,1,2020,17,20210104,20210105,"3,4",20210106,"0,1",Г,58,"61,6",1,"1,64","60,588",,5А ЖДЛ,5А ЖДЛ,"60,588",20,23631,"1431755,03",0000000173,20210106,"0,400",1
60126463,20201225,1,2020,58,20201231,20210102,"14,1",20210106,"0,1",Г,"57,3","59,75",1,"1,75","58,707",,5А ЖДЛ,5А ЖДЛ,"58,707",20,23631,"1387305,12",0000000187,20210106,"0,450",1
56150360,20201231,1,2020,61,20210103,20210103,"13,45",20210106,"0,1",В,"60,05","59,95",1,"1,08","59,301",,3А ЖДЛ,3А ЖДЛ,"59,301",20,23631,"1401341,93",,,,1
58681420,20201225,1,2020,24,20201231,20210101,"22,1",20210106,"0,1",А,"48,3","48,3",3,"3,1","46,802",5А,5А,5А,"46,802",20,20313,"950689,03",,,,0
56891369,20201224,1,2020,68,20201231,20210102,"14,1",20210106,"0,1",Г,"66,65","67,1",2,"2,58","65,366",,5АЭ,5АЭ,"65,366",20,21917,"1432626,62",0000000186,20210106,"0,400",0
56946536,20201228,1,2020,17,20210103,20210103,"13,45",20210106,"0,1",В,"69,4","68,5","3,95","4,79","65,221",9А,9А,9А,"17,167",20,20443,"350944,98",0000000170,20210106,"0,600",0
56946536,20201228,1,2020,17,20210103,20210103,"13,45",20210106,"0,1",В,"69,4","68,5","3,95","4,79","65,221",3А,5АЭ,5АЭ,"48,054",20,20493,"984770,62",0000000170,20210106,,0
53469318,20210101,1,2021,61,20210104,20210105,6,20210106,"0,1",А,"60,55","60,65",3,"3,48","58,539",5АЭ,5АЭ,5АЭ,"58,539",20,28201,"1650858,34",0000000176,20210106,"0,300",0
56159106,20210101,1,2021,61,20210104,20210105,6,20210106,"0,1",А,"60,5","60,35","2,5","2,66","58,744",5АЭ,5АЭ,5АЭ,"58,744",20,28201,"1656639,54",,,,0
56246028,20210101,1,2021,61,20210104,20210105,"2,5",20210106,"0,1",А,"64,2","64,3",4,"4,75","61,248",5АЭ,5АЭ,5АЭ,"61,248",20,28201,"1727254,85",0000000177,20210106,"0,500",0
63695605,20210101,1,2021,61,20210104,20210105,"2,5",20210106,"0,1",А,"64,75","65,05",4,"4,15","62,352",5АЭ,5АЭ,5АЭ,"62,352",20,28201,"1758388,75",,,,0
56934276,20210101,1,2021,61,20210104,20210105,"2,5",20210106,"0,1",А,"61,45","61,75",3,"3,31","59,703",5АЭ,5АЭ,5АЭ,"59,703",20,28201,"1683684,3",0000000178,20210106,"0,200",0
56943368,20210101,1,2021,61,20210104,20210105,"2,5",20210106,"0,1",А,"66,35","67,6",4,"4,57","64,512",5АЭ,5А,5А,"64,512",20,27951,"1803174,91",0000000179,20210106,"0,400",0
0021,20210104,1,2021,61,20210104,20210106,0,20210106,2,Г,"40,85","42,2",2,2,"41,356",5АЭ,5АЭ,5АЭ,"41,356",20,29371,"1214667,08",0000000161,20210106,,
0022,20210104,1,2021,61,20210104,20210106,0,20210106,2,Г,"47,2",45,2,2,"44,1",5АЭ,5АЭ,5АЭ,"44,1",20,29371,"1295261,1",0000000162,20210106,,
0047,20210104,1,2021,61,20210104,20210106,0,20210106,2,А,"39,3","38,4",2,2,"37,632",5АЭ,5АЭ,5АЭ,"37,632",20,29371,"1105289,47",0000000167,20210106,,
0058,20210104,1,2021,61,20210104,20210106,0,20210106,2,А,38,"37,75","2,5","2,5","36,806",5АЭ,5АЭ,5АЭ,"36,806",20,29371,"1081029,03",,,,
0050,20210104,1,2021,61,20210104,20210106,0,20210106,2,А,"38,6","36,75",3,3,"35,647",5АЭ,5АЭ,5АЭ,"35,647",20,29371,"1046988,04",0000000168,20210106,,
0044,20210104,1,2021,61,20210104,20210106,0,20210106,2,Г,"40,65","39,25",3,3,"38,072",5АЭ,5АЭ,5АЭ,"38,072",20,29371,"1118212,71",0000000166,20210106,,
0036,20210104,1,2021,61,20210104,20210106,0,20210106,2,Г,"43,4","42,6",2,2,"41,748",5АЭ,5АЭ,5АЭ,"41,748",20,29371,"1226180,51",0000000164,20210106,,
0023,20210104,1,2021,61,20210104,20210106,0,20210106,2,Г,"41,65","39,7",2,2,"38,906",5АЭ,5АЭ,5АЭ,"38,906",20,29371,"1142708,13",0000000163,20210106,,
0040,20210104,1,2021,61,20210104,20210106,0,20210106,2,А,"46,75","45,8","2,5","2,5","44,655",5АЭ,5АЭ,5АЭ,"44,655",20,29371,"1311562,01",0000000165,20210106,,
0049,20210105,1,2021,61,20210105,20210106,1,20210106,2,Б,"33,95","33,55",2,2,"32,879",5АЭ,5АЭ,5АЭ,"32,879",20,29371,"965689,11",0000000183,20210106,,
0017,20210105,1,2021,61,20210105,20210106,1,20210106,2,Б,"35,35","34,45","2,5","2,5","33,589",5АЭ,5АЭ,5АЭ,"33,589",20,29371,"986542,52",0000000181,20210106,,
0055,20210105,1,2021,61,20210105,20210106,1,20210106,2,Б,"35,4","34,85",2,2,"34,153",5АЭ,5АЭ,5АЭ,"34,153",20,29371,"1003107,76",0000000185,20210106,,
0045,20210105,1,2021,61,20210105,20210106,1,20210106,2,Б,"38,3","36,6",2,2,"35,868",5АЭ,5АЭ,5АЭ,"35,868",20,29371,"1053479,03",0000000182,20210106,,
0046,20210105,1,2021,61,20210105,20210106,1,20210106,2,Б,"40,15","39,95",2,2,"39,151",5АЭ,5АЭ,5АЭ,"39,151",20,29371,"1149904,02",,,,
0054,20210105,1,2021,61,20210105,20210106,"1,02",20210106,"2,1",Б,"38,95","37,4",2,2,"36,652",5АЭ,5АЭ,5АЭ,"36,652",20,29371,"1076505,89",0000000184,20210106,,
0003,20210105,1,2021,61,20210105,20210106,0,20210106,2,Б,"32,15","31,7",2,2,"31,066",5АЭ,5АЭ,5АЭ,"31,066",20,29371,"912439,49",0000000169,20210106,,
52815727,20201230,1,2020,24,20210104,20210105,"22,2",20210107,11,Б,"61,9","61,85",1,"1,16","61,132",,5А ЖДЛ,5А ЖДЛ,"61,132",20,21368,"1306268,58",,,,0
58431107,20201230,1,2020,63,20210104,20210105,"22,2",20210107,11,Б,"54,5","54,5",1,"2,54","53,113",,5А ЖДЛ,5А ЖДЛ,"53,113",20,21911,"1163758,94",0000000193,20210107,"0,850",0
53480141,20201230,1,2020,24,20210105,20210106,"7,4",20210107,11,А,"48,35","53,55",1,"2,48","52,222",,5А ЖДЛ,5А ЖДЛ,"52,222",20,21130,"1103450,86",0000000194,20210107,"0,800",0
61769121,20201230,1,2020,24,20210105,20210106,"7,4",20210107,11,А,"52,7","62,35",1,"2,83","60,588",,5А ЖДЛ,5А ЖДЛ,"60,588",20,21130,"1280224,44",0000000198,20210107,"1,150",0
60504859,20201230,1,2020,68,20210103,20210104,11,20210107,11,А,50,"49,95",3,"3,29","48,306",,5А,5А,"48,306",20,21667,"1046646,1",0000000189,20210107,"0,150",0
54106521,20201231,1,2020,68,20210104,20210105,"3,1",20210107,11,А,"63,15","62,9","3,5","3,58","60,65",,5А,5А,"60,65",20,21667,"1314103,55",,,,0
52907425,20201229,1,2020,68,20210104,20210105,"3,1",20210107,11,А,"53,6","52,45","3,5","3,5","50,662",,5АЭ,5АЭ,"50,662",20,21917,"1110359,05",0000000192,20210107,,0
68802263,20201228,1,2020,68,20210103,20210104,11,20210107,11,Г,"54,2","55,75",3,"3,43","53,835",,12А,12А,"53,835",20,21167,"1139525,45",0000000191,20210107,"0,250",0
55033807,20210101,1,2021,63,20210105,20210106,"3,3",20210107,11,В,"64,3","64,55",3,"3,38","62,371",3А,3АН,3АН,"62,371",20,27939,"1742583,37",0000000196,20210107,"0,250",0
61400966,20210101,1,2021,63,20210105,20210106,"3,2",20210107,11,В,"53,75","53,65",3,3,"52,089",3А,5А,5А,"52,089",20,27439,"1429270,07",,,,0
63979074,20210101,1,2021,63,20210105,20210106,"3,3",20210107,11,В,"64,3","65,35","3,5","5,12","62,001",3А,3АН,3АН,"62,001",20,27939,"1732245,94",0000000199,20210107,"1,100",0
64453574,20210101,1,2021,63,20210105,20210106,"3,2",20210107,11,В,"62,9","62,9","2,5","2,73","61,181",3А,3АН,3АН,"61,181",20,27939,"1709335,96",0000000200,20210107,"0,150",0
55033542,20210102,1,2021,61,20210105,20210105,"19,1",20210107,11,Б,"57,25","56,6",4,"4,51","54,048",5АЭ,5А,5А,"54,048",20,27951,"1510695,65",0000000195,20210107,"0,300",0
56488141,20210102,1,2021,61,20210105,20210105,"19,1",20210107,11,Б,"67,65","67,15",1,"1,3","66,28",5А ЖДЛ,5А ЖДЛ,5А ЖДЛ,"66,28",20,29101,"1928814,28",0000000197,20210107,"0,200",0
60523610,20201228,1,2020,68,20210103,20210107,4,20210107,5,Б,"68,6","69,3",3,3,"67,318",,5А,5А,"67,318",20,21667,"1458579,11",0000000210,20210107,,0
56116007,20201230,1,2020,63,20210103,20210107,2,20210107,3,В,64,"63,85",1,"1,31","63,013",,5А ЖДЛ,5А ЖДЛ,"63,013",20,21829,"1375510,78",0000000208,20210107,"0,200",0
63981450,20201228,1,2020,63,20201231,20210107,3,20210107,4,А,"61,3","61,3",1,"1,08","60,637",,5А ЖДЛ,5А ЖДЛ,"60,637",20,21220,"1286717,14",,,,0
56092018,20201226,1,2020,24,20201231,20210107,3,20210107,4,А,"64,35","65,6",1,"1,53","64,597",,5А ЖДЛ,5А ЖДЛ,"64,597",20,21130,"1364934,61",0000000212,20210107,"0,350",0
63537948,20201228,1,2020,24,20210104,20210107,5,20210107,6,Б,"58,7","60,15",1,"1,74","59,103",,5А ЖДЛ,5А ЖДЛ,"59,103",20,21130,"1248846,39",0000000211,20210107,"0,450",0
53464285,20201227,1,2020,24,20210102,20210107,2,20210107,3,В,"63,65","63,05",1,1,"62,419",,5А ЖДЛ,5А ЖДЛ,"62,419",20,21368,"1333769,19",0000000206,20210107,,0
56598972,20201231,1,2020,61,20210102,20210107,2,20210107,3,В,"47,05","47,8",2,2,"46,893",3А,12А,12А,"46,893",20,20668,"969184,52",0000000207,20210107,,0
58058520,20201228,1,2020,17,20210103,20210107,4,20210107,5,Г,"69,5","68,85","4,31","5,28","65,214",9А,9А,9А,"17,167",20,20443,"350944,98",0000000209,20210107,"0,700",0
58058520,20201228,1,2020,17,20210103,20210107,4,20210107,5,Г,"69,5","68,85","4,31","5,28","65,214",3А,5АЭ,5АЭ,"48,047",20,20493,"984627,17",0000000209,20210107,,0
0057,20210106,1,2021,61,20210106,20210106,20,20210107,12,Б,"34,2","34,15",2,2,"33,467",5АЭ,5АЭ,5АЭ,"33,467",20,29371,"982959,26",,,,
0034,20210106,1,2021,61,20210106,20210106,20,20210107,13,Б,32,"31,15",2,2,"30,527",5АЭ,5АЭ,5АЭ,"30,527",20,29371,"896608,52",0000000201,20210107,,
0045,20210106,1,2021,61,20210106,20210106,20,20210107,13,Б,"39,85","38,95",3,3,"37,781",5АЭ,5АЭ,5АЭ,"37,781",20,29371,"1109665,75",0000000202,20210107,,
0046,20210106,1,2021,61,20210106,20210106,20,20210107,13,Б,"39,45","38,3","2,5","2,5","37,342",5АЭ,5АЭ,5АЭ,"37,342",20,29371,"1096771,88",0000000203,20210107,,
0054,20210106,1,2021,61,20210106,20210106,20,20210107,13,Б,"27,95","27,35",2,2,"26,803",5АЭ,5АЭ,5АЭ,"26,803",20,29371,"787230,91",0000000205,20210107,,
0049,20210106,1,2021,61,20210106,20210106,20,20210107,13,Б,"35,35","34,45",2,2,"33,761",5АЭ,5АЭ,5АЭ,"33,761",20,29371,"991594,33",0000000204,20210107,,
0017,20210106,1,2021,61,20210106,20210107,3,20210107,5,Б,"36,85","36,9","2,5","2,5","35,977",5АЭ,5АЭ,5АЭ,"35,977",20,29371,"1056680,47",,,,
0055,20210106,1,2021,61,20210106,20210107,3,20210107,5,Б,"35,1","35,25",2,2,"34,545",5АЭ,5АЭ,5АЭ,"34,545",20,29371,"1014621,2",,,,
0003,20210106,1,2021,61,20210106,20210107,3,20210107,5,Б,"31,6","31,2",2,2,"30,576",5АЭ,5АЭ,5АЭ,"30,576",20,29371,"898047,7",0000000188,20210107,,
56593585,20210102,1,2021,61,20210106,20210107,"1,4",20210108,13,В,"52,45","56,25",1,1,"55,836",,5А ЖДЛ,5А ЖДЛ,"55,836",20,29301,"1636050,64",0000000226,20210108,,0
53593679,20201230,1,2020,24,20210106,20210108,3,20210108,5,Б,"52,221","49,55",1,"3,2","47,965",,5А ЖДЛ,5А ЖДЛ,"47,965",20,21130,"1013500,45",0000000216,20210108,"1,100",0
60411618,20201231,1,2020,24,20210106,20210108,3,20210108,5,Б,"58,95","59,15",1,"3,26","57,222",,5А ЖДЛ,5А ЖДЛ,"57,222",20,21130,"1209100,86",0000000217,20210108,"1,350",0
58057258,20201230,1,2020,24,20210106,20210106,19,20210108,13,Г,"53,9","53,5",3,"3,73","51,507",5А,5А,5А,"51,507",20,20313,"1046261,69",0000000228,20210108,"0,400",0
55583264,20201228,1,2020,17,20210103,20210103,"13,45",20210108,13,В,"68,6","67,35",3,"4,15","64,553",3А,5АЭ,5АЭ,"64,553",20,20493,"1322884,63",0000000220,20210108,"0,800",0
56115512,20210101,1,2021,58,20210106,20210107,"1,2",20210108,13,В,"67,64","68,65",3,"4,98","65,232",,5АЭ,5АЭ,"65,232",20,27857,"1817167,82",0000000224,20210108,"1,400",0
56126642,20210101,1,2021,58,20210106,20210107,"1,2",20210108,13,В,"67,71",67,3,"3,72","64,505",,5АЭ,5АЭ,"64,505",20,27857,"1796915,79",0000000225,20210108,"0,500",0
56694359,20210101,1,2021,58,20210106,20210107,"1,4",20210108,13,В,"61,1","60,15",3,"4,69","57,327",,5АЭ,5АЭ,"57,327",20,27857,"1596958,24",0000000227,20210108,"1,050",0
61322400,20201230,1,2020,17,20210105,20210108,3,20210108,5,А,"56,7","54,75",5,"5,87","51,537",3А,5АЭ,5АЭ,"51,537",20,20766,"1070217,34",0000000214,20210108,"0,500",0
56173917,20210101,1,2021,63,20210105,20210108,3,20210108,5,А,"61,1","61,05","3,5","3,9","58,672",3А,3АН,3АН,"58,672",20,27939,"1639237,01",0000000213,20210108,"0,250",0
52933363,20210101,1,2021,63,20210106,20210108,3,20210108,5,Б,"54,75","55,6",3,3,"53,932",3А,5А,5А,"53,932",20,27439,"1479840,15",0000000215,20210108,,0
56119415,20201222,1,2020,80,20201227,20210108,3,20210108,5,Б,"66,4","66,9","3,6","3,6","64,492",6А,6А,6А,"64,492",20,20428,"1317442,58",0000000218,20210108,,0
53570560,20201229,1,2020,68,20210103,20210108,3,20210108,5,А,62,"62,1",3,"3,08","60,188",,5А,5А,"60,188",20,21667,"1304093,4",,,,0
55087639,20210102,1,2021,61,20210105,20210105,"19,1",20210108,13,А,"60,3","60,55",2,"3,7","58,31",8АЭ,8АЭ,9А,"58,31",20,28351,"1653146,81",0000000223,20210108,"1,050",0
52237831,20210101,1,2021,61,20210103,20210103,"13,45",20210108,13,В,69,"69,1",3,"3,84","66,445",3АН,3АН,3АН,"66,445",20,29063,"1931091,04",0000000219,20210108,"0,600",0
63956403,20210101,1,2021,61,20210103,20210103,"13,45",20210108,13,В,"69,45","69,55",4,"4,76","66,24",3АН,3АН,3АН,"66,24",20,29063,"1925133,12",0000000222,20210108,"0,550",0
56589237,20210102,1,2021,61,20210105,20210107,"17,15",20210108,"0,1",Б,"68,9","62,75",1,"2,42","61,231",,5А ЖДЛ,5А ЖДЛ,"61,231",20,29101,"1781883,33",0000000234,20210108,"0,900",0
59669523,20201229,1,2020,68,20210103,20210107,"16,1",20210108,"0,1",Б,"55,8","55,9",3,"3,26","54,077",,5А,5А,"54,077",20,21667,"1171686,36",0000000232,20210108,"0,150",0
53601266,20201201,1,2020,24,20210103,20210103,"20,55",20210108,"0,1",Г,"52,15","52,65",3,"5,03","50,003",3А,3АН,3АН,"50,003",20,20813,"1040712,44",0000000229,20210108,"1,100",0
55032205,20201228,1,2020,17,20210103,20210103,"14,5",20210108,"0,1",В,"67,2","67,7","4,36","5,84","63,743",9А,9А,9А,"17,896",20,20443,"365847,93",0000000231,20210108,"1,050",0
55032205,20201228,1,2020,17,20210103,20210103,"14,5",20210108,"0,1",В,"67,2","67,7","4,36","5,84","63,743",3А,5А,5А,"45,847",20,20243,"928080,82",0000000231,20210108,,0
